sw01-0105-fs122,A,B,đúng rồi,turnTake
sw01-0105-fs123,A,B,mcneil neil,selfCorrection
sw01-0105-fs124,A,B,neil and lehrer họ rất giỏi,inform
sw01-0105-fs125,A,B,tôi đoán là 1 trong số họ đã rời đi,inform
sw01-0105-fs126,A,B,họ đã rời đi một trong số họ đã rời đi,selfCorrection
sw01-0105-fs127,B,A,uh-huh,autoPositive
sw01-0105-fs128,A,B,uh,turnTake:stalling
sw01-0105-fs129,A,B,họ họ,stalling
sw01-0105-fs130,A,B,uh,turnKeep:stalling
sw01-0105-fs131,A,B,ôi đoán một năm trước đây có lẽ bạn đang xem cnn rất nhiều phải không?,checkQuestion
sw01-0105-fs132,B,A,đúng rồi,confirm
sw01-0105-fs133,B,A,yeah,confirm
sw01-0105-fs134,A,B,đã có sự bắt đầu,inform
sw01-0105-fs135,B,A,đúng vậy,agreement
sw01-0105-fs136,B,A,uh,turnTake:stalling
sw01-0105-fs137,B,A,tôi không biết,stalling
sw01-0105-fs138,A,B,nhưng tôi đoán nó vẫn còn cường điệu một tí,inform
sw01-0105-fs139,A,B,nó vẫn nhiều vẫn nhiều,selfCorrection
sw01-0105-fs140,A,B,nhìn vào smith,suggest
sw01-0105-fs142,B,A,uh-huh,autoPositive
sw01-0105-fs143,A,B,ý tôi là nó thật là hài hước,inform
sw01-0105-fs144,B,A,yeah,agreement
sw01-0105-fs145,B,A,nhưng mà,turnKeep
sw01-0105-fs146,B,A,nhưng sau đó bạn cũng có những thứ mà họ phát sóng các buổi điều trần clarence thomas về cơ bản toàn bộ chiều dài của họ mà tôi nghĩ là thực sự tốt,inform
sw01-0105-fs148,B,A,uh,stalling
sw01-0105-fs149,B,A,r- thực sự,stalling
sw01-0105-fs150,A,B,ồ phải rồi nrp đã làm nó phải ròi,agreement
sw01-0105-fs151,A,B,tôi đã có một số khách truy cập ông chỉ tôi không biết gắn bó với đó chỉ nghe nó liên tục,inform
sw01-0105-fs152,A,B,uh,stalling
