dbox-washington-fs71,A,S,okay,autoPositive
dbox-washington-fs72,A,S,so,turnKeep:stalling
dbox-washington-fs73,A,S,cậu không lãnh đạo một công ty,autoPositive
dbox-washington-fs74,A,S,vậy,turnKeep:stalling
dbox-washington-fs75,A,S,hm,turnKeep:stalling
dbox-washington-fs76,A,S,cậu sinh ra lúc nào,setQuestion
dbox-washington-fs77,S,A,tớ sinh vào ngày 22 tháng 2 năm 1732,answer
dbox-washington-fs78,A,S,1732,autoPositive
dbox-washington-fs79,A,S,ok,autoPositive:turnKeep
dbox-washington-fs80,A,S,eehm,turnKeep:stalling
dbox-washington-fs81,A,S,có phải là nhà chính trị không,propositionalQuestion
dbox-washington-fs82,S,A,tớ là một nhà chính trị,answer
dbox-washington-fs83,A,S,okay,autoPositive
dbox-washington-fs84,A,S,vậy thì không phải khoản của tớ rồi,inform
dbox-washington-fs85,A,S,nhưng tớ vẫn sẽ thử đoán nhé,promise
dbox-washington-fs86,A,S,một nhà chính trị,autoPositive
dbox-washington-fs87,A,S,vậy,stalling
dbox-washington-fs88,A,S,vậy,turnTake
dbox-washington-fs89,A,S,khi nào cậu ở trong chính phủ,setQuestion
dbox-washington-fs90,S,A,uhm,turnAccept:stalling
dbox-washington-fs91,S,A,xem nào,turnKeep:pausing
dbox-washington-fs92,S,A,uh,turnKeep:stalling
dbox-washington-fs93,S,A,nó chắc là,answer
dbox-washington-fs94,S,A,okay,autoPositive:turnKeep
dbox-washington-fs95,S,A,uhm,turnKeep:stalling
dbox-washington-fs96,S,A,tớ về hưu tổng thống vào năm 1797,answer
dbox-washington-fs97,S,A,tớ hết nhiệm kỳ,selfCorrection
dbox-washington-fs98,A,S,97,autoPositive
dbox-washington-fs99,A,S,george washington,guess
dbox-washington-fs100,S,A,đó là câu trả lời cuối cùng của cậu chưa,propositionalQuestion
dbox-washington-fs101,A,S,uhm,turnAccept:stalling
dbox-washington-fs102,A,S,97,autoPositive:stalling
dbox-washington-fs103,A,S,uhm,turnKeep:stalling
dbox-washington-fs104,A,S,washington hoặc bill clinton,guess
dbox-washington-fs105,A,S,tớ không chắc bà ấy còn sống không,inform
dbox-washington-fs106,S,A,thế thì hãy thử đoán xem,request
dbox-washington-fs107,S,A,hoặc hỏi thêm câu hỏi,request
dbox-washington-fs108,S,A,cậu còn bốn câu nữa,inform
dbox-washington-fs109,A,S,thế,turnKeep:interactionStructuring
dbox-washington-fs110,A,S,cậu có từng có tình cảm với monica lewinsky không,propositionalQuestion
dbox-washington-fs111,S,A,tớ không hề,answer
dbox-washington-fs112,A,S,thế cậu không phải là bill clinton,guess
dbox-washington-fs113,S,A,uhm,turnAccept:stalling
dbox-washington-fs114,S,A,tớ không phải là bill clinton,disconfirm
dbox-washington-fs115,A,S,chính xác uuh,autoPositive
dbox-washington-fs116,S,A,tớ là george washington,inform
dbox-washington-fs117,A,S,oh,autoPositive
dbox-washington-fs118,A,S,lần đầu tớ đoán đúng rồi,inform
dbox-washington-fs119,A,S,ok,autoPositive
dbox-washington-fs120,S,A,ừh,agreement
dbox-washington-fs121,A,S,cậu làm tớ bối rối,inform
dbox-washington-fs122,S,A,tớ xin lỗi nhưng,apology
dbox-washington-fs123,S,A,tớ xin lỗi nhưng,selfCorrection
dbox-washington-fs124,S,A,tớ xin lỗi,apology
dbox-washington-fs125,S,A,nhưng cậu sẽ làm tốt hơn vào các lần tiếp theo,inform
dbox-washington-fs126,S,A,cậu sẽ làm tốt hơn chúng ta còn nhiều vòng mà,closing
dbox-washington-fs127,S,A,chúng ta còn nhiều vòng lắm,inform
dbox-washington-fs128,A,S,okay mong là vậy mong là vậy,autoPositive
dbox-washington-fs129,A,S,okay,acceptApology
