sw00-0004-fs49,A,B,bạn sẽ không phải trình bày mà luật sư sẽ đứng lên và trình bày với bồi thẩm đoàn,inform
sw00-0004-fs50,A,B,uh uh,stalling
sw00-0004-fs51,A,B,về,stalling
sw00-0004-fs52,A,B,oh,stalling
sw00-0004-fs53,A,B,và sau đó bồi thẩm đoàn nói không bỏ qua nó,inform
sw00-0004-fs54,A,B,bỏ qua,stalling
sw00-0004-fs55,A,B,và bồi thẩm đoàn sẽ không bỏ qua các bằng chứng đó,inform
sw00-0004-fs56,B,A,uh,stalling
sw00-0004-fs57,B,A,đúng rồi,agreement
sw00-0004-fs58,B,A,tôi tôi tôi,turnKeep:stalling
sw00-0004-fs59,B,A,tôi nghĩ hệ thống luật lệ là để bảo vệ lợi ích của mình,inform
sw00-0004-fs60,A,B,nó có thể rất tốt,agreement
sw00-0004-fs61,B,A,tôi tôi,turnKeep:stalling
sw00-0004-fs62,B,A,tôi rất là coi thường nó,inform
sw00-0004-fs63,A,B,uh,turnTake:stalling
sw00-0004-fs65,B,A,uh,stalling
sw00-0004-fs66,B,A,điều tôi thích thú là sở cảnh sát,inform
sw00-0004-fs67,B,A,voc_breath họ không tập trung vào những tên tội phạm,inform
sw00-0004-fs68,B,A,hệ thống luật lệ là để tập trung vào người dân,inform
sw00-0004-fs69,B,a,bởi vì tôi và bạn đều có lịch làm việc,inform
sw00-0004-fs70,B,A,chúng ta có thể gọi nó là làm việc,inform
sw00-0004-fs71,B,A,chúng ta có số an sinh xã hội,inform
sw00-0004-fs72,B,A,họ có thể theo dõi chúng ta,inform
sw00-0004-fs73,B,A,chúng ta có điện thoại,inform
sw00-0004-fs74,B,A,sau đó chúng ta có phiếu sec,inform
sw00-0004-fs75,B,A,tội phạm thì không có những thứ đó,inform
sw00-0004-fs76,B,a,chúng thực sự rất khó để bắt,inform
sw00-0004-fs77,B,A,và nếu họ làm bắt chúng họ không nhận được bất kỳ khoản tiền nào từ chúng trong khi chúng tôi sẽ viết một tấm séc,inform
sw00-0004-fs78,B,A,chúng ta,selfCorrection
sw00-0004-fs79,A,B,đúng vậy,agreement
sw00-0004-fs80,B,A,vậy bạn nghĩ họ sẽ tập trung nỗ lực vào những nơi nào,inform
sw00-0004-fs81,A,B,đúng rồi,agreement
sw00-0004-fs83,B,A,họ tập trung vào người dân không phải là tội phạm,inform
sw00-0004-fs84,A,B,ồ,turnGrab
sw00-0004-fs85,A,B,bạn sẽ thay đổi nó thế nào,setQuestion
sw00-0004-fs86,B,A,voc_throat_clearing,turnTake
sw00-0004-fs87,B,A,voc_throat_clearing bạn biết đó,stalling
sw00-0004-fs88,B,A,nó là,retraction
sw00-0004-fs89,B,A,tôi sẽ giải quyết vấn đề đó,inform
sw00-0004-fs90,B,A,nhưng tôi,inform
sw00-0004-fs91,A,B,voc_laugh,autoPositive
sw00-0004-fs92,B,A,voc_laugh,alloPositive
sw00-0004-fs93,A,B,để chi tiết cho người khác cũng được,completion
sw00-0004-fs94,A,B,huh,checkQuestion
sw00-0004-fs95,B,A,đúng rồi,confirm
sw00-0004-fs96,B,A,rồi sẽ để lại chi tiết bạn sẽ làm gì,inform
sw00-0004-fs97,B,A,tôi nghĩ sẽ bắt đầu với những gì bạn muốn,inform
sw00-0004-fs99,B,A,như ở vùng atlanta tỉ lệ tội phạm là con số rất lớn,inform
sw00-0004-fs100,B,A,bạn ra ngoài phố và họ sẽ đưa cho bạn tấm vé phạt tốc độ,inform
sw00-0004-fs102,B,A,tôi nghĩ một cách nào đó bạn phải đi ra khỏi đó,inform
sw00-0004-fs103,A,B,ừm thì,turnGrab
sw00-0004-fs104,A,B,bạn biết đấy uh,stalling
sw00-0004-fs105,A,B,nói chuyện với luật sư nó có thể rất tốt nhưng nó sẽ mất một khoản phí,inform
sw00-0004-fs106,A,B,bạn biết đáy,stalling
sw00-0004-fs108,A,B,a uh a,stalling
